Frame,Class,x,y,Width,Height,Confidence
677,0,0.136198,0.5,0.271354,1,0.734431
808,0,0.133073,0.5,0.264583,1,0.759066
809,0,0.132422,0.5,0.263281,1,0.759814
813,0,0.131641,0.5,0.26276,1,0.723512
814,0,0.131901,0.5,0.263281,1,0.717651
815,0,0.13125,0.5,0.261979,1,0.736534
817,0,0.132161,0.5,0.263281,1,0.704451
819,0,0.132292,0.5,0.263542,1,0.736516
820,0,0.132031,0.5,0.263021,1,0.732782
822,0,0.131901,0.5,0.26276,1,0.708638
823,0,0.132031,0.5,0.263021,1,0.760601
824,0,0.132812,0.5,0.264583,1,0.791842
825,0,0.132682,0.5,0.264323,1,0.8187
826,0,0.132552,0.5,0.263542,1,0.831986
827,0,0.132552,0.5,0.264062,1,0.778701
828,0,0.132422,0.5,0.264844,1,0.77073
829,0,0.132031,0.5,0.263542,1,0.845297
830,0,0.132031,0.5,0.264062,1,0.826663
831,0,0.132031,0.5,0.264062,1,0.796991
832,0,0.132292,0.5,0.264583,1,0.726762
833,0,0.132161,0.5,0.264323,1,0.745018
834,0,0.132812,0.5,0.265625,1,0.712081
839,0,0.132812,0.5,0.265104,1,0.721313
843,0,0.132292,0.5,0.264062,1,0.744512
844,0,0.132292,0.5,0.264062,1,0.724754
846,0,0.132422,0.5,0.264844,1,0.702729
847,0,0.132292,0.5,0.264062,1,0.722613
855,0,0.132812,0.5,0.265104,1,0.702553
856,0,0.132682,0.5,0.264323,1,0.780569
857,0,0.133333,0.5,0.265625,1,0.734316
858,0,0.133203,0.5,0.265365,1,0.763358
859,0,0.133464,0.5,0.265885,1,0.77933
860,0,0.133203,0.5,0.265885,1,0.780616
861,0,0.133333,0.5,0.266146,1,0.785502
862,0,0.133203,0.5,0.265885,1,0.744691
863,0,0.133203,0.5,0.265365,1,0.800211
864,0,0.132422,0.5,0.264844,1,0.720454
867,0,0.132031,0.5,0.264062,1,0.742225
872,0,0.132552,0.5,0.264583,1,0.751515
873,0,0.132552,0.5,0.264062,1,0.805426
874,0,0.132812,0.5,0.264583,1,0.782944
875,0,0.132812,0.5,0.265104,1,0.71451
877,0,0.131771,0.5,0.263021,1,0.740306
878,0,0.131901,0.5,0.26276,1,0.758453
879,0,0.132161,0.5,0.263281,1,0.756194
880,0,0.131771,0.5,0.261979,1,0.773275
881,0,0.13138,0.5,0.261719,1,0.779433
882,0,0.13138,0.5,0.261719,1,0.871846
883,0,0.13138,0.5,0.261198,1,0.866081
884,0,0.132031,0.5,0.261458,1,0.878327
885,0,0.133854,0.5,0.264062,1,0.759726
886,0,0.134766,0.5,0.264323,1,0.818534
887,0,0.135286,0.5,0.26276,1,0.749701
913,0,0.142057,0.5,0.283073,1,0.811639
914,0,0.141406,0.5,0.28125,1,0.824759
915,0,0.140755,0.5,0.280469,1,0.909428
916,0,0.140625,0.5,0.280208,1,0.864529
917,0,0.141927,0.5,0.282292,1,0.808276
919,0,0.143229,0.499537,0.283333,0.999074,0.701306
920,0,0.144661,0.498611,0.284635,0.997222,0.791401
921,0,0.144401,0.497685,0.284635,0.99537,0.848017
922,0,0.144531,0.498148,0.284896,0.996296,0.857604
923,0,0.144531,0.499074,0.283854,0.998148,0.861287
924,0,0.144141,0.5,0.282552,1,0.819613
925,0,0.144922,0.499537,0.283594,0.999074,0.730192
926,0,0.144531,0.499074,0.282813,0.998148,0.842518
927,0,0.144401,0.499074,0.283073,0.998148,0.832313
928,0,0.14401,0.5,0.282292,1,0.83931
929,0,0.144271,0.5,0.282813,1,0.883255
930,0,0.14362,0.5,0.282552,1,0.914154
931,0,0.14388,0.5,0.283594,1,0.900919
932,0,0.145443,0.5,0.286719,1,0.85643
933,0,0.145833,0.5,0.2875,1,0.825109
938,0,0.142318,0.5,0.282552,1,0.731651
939,0,0.141536,0.5,0.280469,1,0.784149
940,0,0.142318,0.5,0.280469,1,0.781276
941,0,0.140495,0.5,0.277344,1,0.80165
942,0,0.139974,0.5,0.276302,1,0.786907
